Saved checkpoint.
Global Step:   1410, accuracy:  40.3%, loss = 380702.16 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:  47110, accuracy:  97.7%, loss = 605.88 (100302.2 examples/sec, 0.00 sec/batch)
Global Step:  47120, accuracy:  97.0%, loss = 501.72 (100550.7 examples/sec, 0.00 sec/batch)
Global Step:  47130, accuracy:  99.0%, loss = 78.28 (149529.6 examples/sec, 0.00 sec/batch)
Global Step:  47140, accuracy:  96.3%, loss = 1556.33 (99674.5 examples/sec, 0.00 sec/batch)
Global Step:  47150, accuracy:  96.0%, loss = 1143.25 (119586.7 examples/sec, 0.00 sec/batch)
Global Step:  47160, accuracy:  99.0%, loss = 497.38 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  47170, accuracy:  96.3%, loss = 1007.61 (99438.2 examples/sec, 0.00 sec/batch)
Global Step:  47180, accuracy:  96.7%, loss = 967.65 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  47190, accuracy:  99.3%, loss = 497.92 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  47200, accuracy:  98.7%, loss = 330.86 (149600.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  47210, accuracy:  97.7%, loss = 620.17 (74778.1 examples/sec, 0.00 sec/batch)
Global Step:  47220, accuracy:  98.3%, loss = 580.91 (75144.3 examples/sec, 0.00 sec/batch)
Global Step:  47230, accuracy:  98.0%, loss = 602.45 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  47240, accuracy:  97.0%, loss = 1029.36 (118572.5 examples/sec, 0.00 sec/batch)
Global Step:  47250, accuracy:  98.7%, loss = 153.55 (149494.0 examples/sec, 0.00 sec/batch)
Global Step:  47260, accuracy:  97.0%, loss = 521.46 (99163.9 examples/sec, 0.00 sec/batch)
Global Step:  47270, accuracy:  96.3%, loss = 1625.37 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  47280, accuracy:  97.0%, loss = 837.24 (100039.1 examples/sec, 0.00 sec/batch)
Global Step:  47290, accuracy:  97.7%, loss = 558.83 (59566.9 examples/sec, 0.01 sec/batch)
Global Step:  47300, accuracy:  98.7%, loss = 439.51 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  47310, accuracy:  97.0%, loss = 552.88 (74402.3 examples/sec, 0.00 sec/batch)
Global Step:  47320, accuracy:  97.7%, loss = 778.07 (60182.3 examples/sec, 0.00 sec/batch)
Global Step:  47330, accuracy:  98.7%, loss = 449.19 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  47340, accuracy:  97.0%, loss = 402.22 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  47350, accuracy:  97.0%, loss = 777.17 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  47360, accuracy:  98.0%, loss = 676.90 (59827.5 examples/sec, 0.01 sec/batch)
Global Step:  47370, accuracy:  98.0%, loss = 416.39 (99682.4 examples/sec, 0.00 sec/batch)
Global Step:  47380, accuracy:  98.3%, loss = 134.46 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  47390, accuracy:  98.7%, loss = 524.67 (102953.0 examples/sec, 0.00 sec/batch)
Global Step:  47400, accuracy:  98.3%, loss = 790.04 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  47410, accuracy:  98.0%, loss = 777.05 (74499.2 examples/sec, 0.00 sec/batch)
Global Step:  47420, accuracy:  99.7%, loss = 13.75 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  47430, accuracy:  97.0%, loss = 583.45 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  47440, accuracy:  97.0%, loss = 544.13 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  47450, accuracy:  99.0%, loss = 336.22 (100366.2 examples/sec, 0.00 sec/batch)
Global Step:  47460, accuracy:  96.0%, loss = 1655.55 (52782.9 examples/sec, 0.01 sec/batch)
Global Step:  47470, accuracy:  96.7%, loss = 903.72 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  47480, accuracy:  97.0%, loss = 674.58 (99062.4 examples/sec, 0.00 sec/batch)
Global Step:  47490, accuracy:  98.0%, loss = 716.23 (98968.9 examples/sec, 0.00 sec/batch)
Global Step:  47500, accuracy:  97.7%, loss = 566.56 (99062.4 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  47510, accuracy:  99.3%, loss = 11.07 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:  47520, accuracy:  96.7%, loss = 801.48 (100310.2 examples/sec, 0.00 sec/batch)
Global Step:  47530, accuracy:  96.7%, loss = 936.92 (98968.9 examples/sec, 0.00 sec/batch)
Global Step:  47540, accuracy:  97.0%, loss = 1293.83 (59767.8 examples/sec, 0.01 sec/batch)
Global Step:  47550, accuracy:  97.7%, loss = 758.07 (100302.2 examples/sec, 0.00 sec/batch)
Global Step:  47560, accuracy:  96.3%, loss = 1131.57 (99156.1 examples/sec, 0.00 sec/batch)
Global Step:  47570, accuracy:  97.7%, loss = 692.83 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  47580, accuracy:  98.3%, loss = 440.46 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  47590, accuracy:  99.0%, loss = 118.20 (99062.4 examples/sec, 0.00 sec/batch)
Global Step:  47600, accuracy:  98.7%, loss = 241.87 (99745.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  47610, accuracy:  97.7%, loss = 405.91 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  47620, accuracy:  97.7%, loss = 605.01 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  47630, accuracy:  98.3%, loss = 1116.95 (99039.1 examples/sec, 0.00 sec/batch)
Global Step:  47640, accuracy:  97.7%, loss = 1007.03 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  47650, accuracy:  98.0%, loss = 299.45 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  47660, accuracy:  97.7%, loss = 810.95 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  47670, accuracy:  98.3%, loss = 470.34 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  47680, accuracy:  99.0%, loss = 152.43 (74773.7 examples/sec, 0.00 sec/batch)
Global Step:  47690, accuracy:  97.3%, loss = 571.43 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  47700, accuracy:  98.0%, loss = 776.67 (99714.0 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  47710, accuracy:  98.0%, loss = 1050.90 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  47720, accuracy:  97.3%, loss = 1173.15 (99163.9 examples/sec, 0.00 sec/batch)
Global Step:  47730, accuracy:  98.3%, loss = 258.15 (119711.8 examples/sec, 0.00 sec/batch)
Global Step:  47740, accuracy:  98.0%, loss = 479.00 (73152.2 examples/sec, 0.00 sec/batch)
Global Step:  47750, accuracy:  98.3%, loss = 475.41 (74782.6 examples/sec, 0.00 sec/batch)
Global Step:  47760, accuracy:  95.7%, loss = 962.52 (58798.7 examples/sec, 0.01 sec/batch)
Global Step:  47770, accuracy:  98.3%, loss = 333.35 (73352.6 examples/sec, 0.00 sec/batch)
Global Step:  47780, accuracy:  99.0%, loss = 307.68 (74406.7 examples/sec, 0.00 sec/batch)
Global Step:  47790, accuracy:  99.0%, loss = 145.61 (74809.2 examples/sec, 0.00 sec/batch)
Global Step:  47800, accuracy:  98.3%, loss = 446.04 (100350.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  47810, accuracy:  97.3%, loss = 444.48 (100294.2 examples/sec, 0.00 sec/batch)
Global Step:  47820, accuracy:  98.0%, loss = 748.93 (96457.7 examples/sec, 0.00 sec/batch)
Global Step:  47830, accuracy:  98.3%, loss = 139.39 (73156.5 examples/sec, 0.00 sec/batch)
Global Step:  47840, accuracy:  97.3%, loss = 1134.05 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  47850, accuracy:  98.0%, loss = 798.16 (99140.5 examples/sec, 0.00 sec/batch)
Global Step:  47860, accuracy:  97.7%, loss = 522.86 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  47870, accuracy:  98.3%, loss = 488.60 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  47880, accuracy:  98.0%, loss = 397.25 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  47890, accuracy:  97.7%, loss = 835.89 (148453.4 examples/sec, 0.00 sec/batch)
Global Step:  47900, accuracy:  97.7%, loss = 642.67 (99753.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  47910, accuracy:  99.0%, loss = 95.18 (58732.8 examples/sec, 0.01 sec/batch)
Global Step:  47920, accuracy:  98.3%, loss = 730.43 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  47930, accuracy:  99.0%, loss = 132.63 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  47940, accuracy:  98.7%, loss = 158.00 (75063.6 examples/sec, 0.00 sec/batch)
Global Step:  47950, accuracy:  97.0%, loss = 1183.80 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  47960, accuracy:  98.3%, loss = 619.00 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  47970, accuracy:  96.7%, loss = 586.10 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  47980, accuracy:  98.3%, loss = 182.42 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  47990, accuracy:  98.0%, loss = 673.29 (59838.8 examples/sec, 0.01 sec/batch)
Global Step:  48000, accuracy:  98.3%, loss = 227.56 (74818.1 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  48010, accuracy:  98.7%, loss = 255.49 (90609.3 examples/sec, 0.00 sec/batch)
Global Step:  48020, accuracy:  97.3%, loss = 620.68 (149511.8 examples/sec, 0.00 sec/batch)
Global Step:  48030, accuracy:  97.0%, loss = 518.04 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  48040, accuracy:  95.7%, loss = 2094.93 (74942.9 examples/sec, 0.00 sec/batch)
Global Step:  48050, accuracy:  99.0%, loss = 137.32 (149511.8 examples/sec, 0.00 sec/batch)
Global Step:  48060, accuracy:  95.0%, loss = 1822.58 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  48070, accuracy:  97.3%, loss = 737.84 (59572.5 examples/sec, 0.01 sec/batch)
Global Step:  48080, accuracy:  97.7%, loss = 636.84 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  48090, accuracy:  97.7%, loss = 980.29 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  48100, accuracy:  97.3%, loss = 662.59 (100334.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  48110, accuracy:  98.0%, loss = 632.59 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  48120, accuracy:  98.7%, loss = 208.81 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  48130, accuracy:  98.3%, loss = 460.38 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  48140, accuracy:  99.0%, loss = 346.44 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  48150, accuracy:  96.7%, loss = 980.03 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  48160, accuracy:  96.3%, loss = 851.97 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  48170, accuracy:  97.3%, loss = 740.29 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  48180, accuracy:  98.0%, loss = 632.10 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:  48190, accuracy:  96.0%, loss = 1229.53 (100310.2 examples/sec, 0.00 sec/batch)
Global Step:  48200, accuracy:  97.7%, loss = 515.42 (149600.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  48210, accuracy:  96.7%, loss = 550.80 (118852.5 examples/sec, 0.00 sec/batch)
Global Step:  48220, accuracy:  97.7%, loss = 1134.26 (99690.3 examples/sec, 0.00 sec/batch)
Global Step:  48230, accuracy:  98.7%, loss = 372.29 (100334.2 examples/sec, 0.00 sec/batch)
Global Step:  48240, accuracy:  98.7%, loss = 295.44 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  48250, accuracy:  98.0%, loss = 1420.85 (99627.2 examples/sec, 0.00 sec/batch)
Global Step:  48260, accuracy:  98.0%, loss = 911.32 (100526.6 examples/sec, 0.00 sec/batch)
Global Step:  48270, accuracy:  96.0%, loss = 688.81 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  48280, accuracy:  97.7%, loss = 837.42 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  48290, accuracy:  98.7%, loss = 262.32 (59958.6 examples/sec, 0.01 sec/batch)
Global Step:  48300, accuracy:  97.0%, loss = 1642.36 (74371.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  48310, accuracy:  98.3%, loss = 591.75 (85551.5 examples/sec, 0.00 sec/batch)
Global Step:  48320, accuracy:  98.0%, loss = 660.75 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  48330, accuracy:  99.3%, loss = 28.60 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  48340, accuracy:  97.3%, loss = 661.05 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  48350, accuracy:  98.3%, loss = 724.59 (99351.9 examples/sec, 0.00 sec/batch)
Global Step:  48360, accuracy:  97.3%, loss = 704.10 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  48370, accuracy:  99.0%, loss = 190.47 (74503.6 examples/sec, 0.00 sec/batch)
Global Step:  48380, accuracy:  97.7%, loss = 1208.56 (119723.2 examples/sec, 0.00 sec/batch)
Global Step:  48390, accuracy:  97.3%, loss = 1220.66 (149511.8 examples/sec, 0.00 sec/batch)
Global Step:  48400, accuracy:  98.0%, loss = 657.36 (149352.1 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  48410, accuracy:  99.0%, loss = 230.35 (149760.9 examples/sec, 0.00 sec/batch)
Global Step:  48420, accuracy:  98.7%, loss = 364.56 (99101.5 examples/sec, 0.00 sec/batch)
Global Step:  48430, accuracy:  99.3%, loss = 393.48 (91226.8 examples/sec, 0.00 sec/batch)
Global Step:  48440, accuracy:  98.7%, loss = 537.46 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  48450, accuracy:  98.0%, loss = 348.49 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  48460, accuracy:  98.0%, loss = 531.99 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  48470, accuracy:  97.7%, loss = 976.25 (149689.7 examples/sec, 0.00 sec/batch)
Global Step:  48480, accuracy:  98.3%, loss = 540.43 (149850.1 examples/sec, 0.00 sec/batch)
Global Step:  48490, accuracy:  97.7%, loss = 731.53 (99351.9 examples/sec, 0.00 sec/batch)
Global Step:  48500, accuracy:  97.7%, loss = 1242.62 (100550.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  48510, accuracy:  97.7%, loss = 706.46 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  48520, accuracy:  95.0%, loss = 1195.36 (74769.2 examples/sec, 0.00 sec/batch)
Global Step:  48530, accuracy:  98.7%, loss = 186.29 (99777.3 examples/sec, 0.00 sec/batch)
Global Step:  48540, accuracy:  97.3%, loss = 602.12 (99635.1 examples/sec, 0.00 sec/batch)
Global Step:  48550, accuracy:  98.0%, loss = 620.38 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  48560, accuracy:  98.0%, loss = 515.45 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  48570, accuracy:  98.3%, loss = 595.55 (74362.7 examples/sec, 0.00 sec/batch)
Global Step:  48580, accuracy:  98.3%, loss = 372.89 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  48590, accuracy:  98.7%, loss = 627.12 (99635.1 examples/sec, 0.00 sec/batch)
Global Step:  48600, accuracy:  97.7%, loss = 606.39 (74791.4 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  48610, accuracy:  97.3%, loss = 486.89 (99690.3 examples/sec, 0.00 sec/batch)
Global Step:  48620, accuracy:  99.0%, loss = 469.67 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  48630, accuracy:  98.3%, loss = 235.65 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  48640, accuracy:  96.7%, loss = 1834.31 (99039.1 examples/sec, 0.00 sec/batch)
Global Step:  48650, accuracy:  99.0%, loss = 257.53 (99682.4 examples/sec, 0.00 sec/batch)
Global Step:  48660, accuracy:  98.3%, loss = 385.61 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  48670, accuracy:  99.0%, loss = 109.25 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  48680, accuracy:  98.3%, loss = 882.89 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  48690, accuracy:  96.7%, loss = 975.68 (149654.0 examples/sec, 0.00 sec/batch)
Global Step:  48700, accuracy:  96.7%, loss = 1276.61 (99485.4 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  48710, accuracy:  98.0%, loss = 1051.07 (59665.8 examples/sec, 0.01 sec/batch)
Global Step:  48720, accuracy:  98.3%, loss = 760.36 (149547.3 examples/sec, 0.00 sec/batch)
Global Step:  48730, accuracy:  97.0%, loss = 1139.16 (59873.0 examples/sec, 0.01 sec/batch)
Global Step:  48740, accuracy:  98.7%, loss = 951.88 (59558.4 examples/sec, 0.01 sec/batch)
Global Step:  48750, accuracy:  96.3%, loss = 1699.04 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  48760, accuracy:  97.7%, loss = 1181.69 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  48770, accuracy:  97.0%, loss = 1266.17 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  48780, accuracy:  98.3%, loss = 503.79 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  48790, accuracy:  98.0%, loss = 224.01 (100310.2 examples/sec, 0.00 sec/batch)
Global Step:  48800, accuracy:  97.3%, loss = 1102.32 (74433.1 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  48810, accuracy:  98.7%, loss = 803.22 (59617.7 examples/sec, 0.01 sec/batch)
Global Step:  48820, accuracy:  97.3%, loss = 522.36 (59631.8 examples/sec, 0.01 sec/batch)
Global Step:  48830, accuracy:  97.7%, loss = 591.89 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  48840, accuracy:  97.3%, loss = 1363.58 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  48850, accuracy:  96.7%, loss = 905.11 (99785.2 examples/sec, 0.00 sec/batch)
Global Step:  48860, accuracy:  98.3%, loss = 204.17 (74800.3 examples/sec, 0.00 sec/batch)
Global Step:  48870, accuracy:  98.0%, loss = 308.77 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  48880, accuracy:  97.3%, loss = 1278.90 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  48890, accuracy:  97.3%, loss = 598.52 (75247.6 examples/sec, 0.00 sec/batch)
Global Step:  48900, accuracy:  97.7%, loss = 274.97 (74025.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  48910, accuracy:  98.0%, loss = 341.01 (73640.3 examples/sec, 0.00 sec/batch)
Global Step:  48920, accuracy:  98.7%, loss = 449.65 (148138.8 examples/sec, 0.00 sec/batch)
Global Step:  48930, accuracy:  98.7%, loss = 610.55 (74384.7 examples/sec, 0.00 sec/batch)
Global Step:  48940, accuracy:  97.7%, loss = 554.26 (149529.6 examples/sec, 0.00 sec/batch)
Global Step:  48950, accuracy:  98.3%, loss = 360.19 (74813.7 examples/sec, 0.00 sec/batch)
Global Step:  48960, accuracy:  98.3%, loss = 708.96 (64018.9 examples/sec, 0.00 sec/batch)
Global Step:  48970, accuracy:  96.3%, loss = 946.75 (59824.6 examples/sec, 0.01 sec/batch)
Global Step:  48980, accuracy:  98.0%, loss = 578.58 (99682.4 examples/sec, 0.00 sec/batch)
Global Step:  48990, accuracy:  97.3%, loss = 582.39 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  49000, accuracy:  98.7%, loss = 413.38 (99983.4 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  49010, accuracy:  98.0%, loss = 319.49 (74795.9 examples/sec, 0.00 sec/batch)
Global Step:  49020, accuracy:  96.7%, loss = 714.57 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  49030, accuracy:  98.0%, loss = 625.74 (85505.0 examples/sec, 0.00 sec/batch)
Global Step:  49040, accuracy:  98.3%, loss = 1155.19 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  49050, accuracy:  98.7%, loss = 613.43 (119654.9 examples/sec, 0.00 sec/batch)
Global Step:  49060, accuracy:  98.0%, loss = 844.86 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  49070, accuracy:  99.0%, loss = 513.33 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  49080, accuracy:  97.7%, loss = 777.48 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  49090, accuracy:  97.7%, loss = 350.38 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  49100, accuracy:  96.7%, loss = 1015.35 (99745.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  49110, accuracy:  97.7%, loss = 649.42 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  49120, accuracy:  97.7%, loss = 1501.90 (119689.1 examples/sec, 0.00 sec/batch)
Global Step:  49130, accuracy:  98.0%, loss = 484.86 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  49140, accuracy:  98.3%, loss = 354.44 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  49150, accuracy:  97.7%, loss = 499.59 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  49160, accuracy:  99.3%, loss = 242.51 (100326.2 examples/sec, 0.00 sec/batch)
Global Step:  49170, accuracy:  97.7%, loss = 1121.11 (99848.5 examples/sec, 0.00 sec/batch)
Global Step:  49180, accuracy:  96.0%, loss = 622.28 (99556.2 examples/sec, 0.00 sec/batch)
Global Step:  49190, accuracy:  98.0%, loss = 719.07 (98805.7 examples/sec, 0.00 sec/batch)
Global Step:  49200, accuracy:  97.0%, loss = 1407.41 (74800.3 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  49210, accuracy:  96.7%, loss = 1220.41 (98992.3 examples/sec, 0.00 sec/batch)
